parent,name,value
Case Closed songs,Togetsukyo (Kimi Omou),658
Case Closed songs,Unmei no Roulette Mawashite,172
Case Closed songs,Winter Bells,111
Case Closed songs,Your Best Friend,397
Case Closed songs,Yuruginai Mono Hitotsu,76
Case Closed chapter lists,List of Case Closed volumes,50389
Case Closed chapter lists,List of Case Closed volumes (1‚Äì20),50389
Case Closed chapter lists,List of Case Closed volumes (21‚Äì40),50389
Case Closed chapter lists,List of Case Closed volumes (41‚Äì60),50389
Case Closed chapter lists,List of Case Closed volumes (61‚Äì80),50389
Case Closed chapter lists,List of Case Closed volumes (81‚Äìcurrent),50389
Case Closed characters,List of Case Closed characters,50389
Case Closed characters,Kaito Kuroba,2812
Case Closed characters,Jimmy Kudo,4702
Case Closed characters,Rachel Moore (Case Closed),50389
Case Closed episode lists,List of Case Closed episodes (seasons 1‚Äì15),50389
Case Closed episode lists,List of Case Closed episodes (seasons 16‚Äìcurrent),50389
Case Closed episode lists,List of Case Closed OVAs,50389
Case Closed episode lists,Case Closed (season 1),50389
Case Closed episode lists,Case Closed (season 2),50389
Case Closed episode lists,Case Closed (season 3),50389
Case Closed episode lists,Case Closed (season 4),50389
Case Closed episode lists,Case Closed (season 5),50389
Case Closed episode lists,Case Closed (season 6),50389
Case Closed episode lists,Case Closed (season 7),50389
Case Closed episode lists,Case Closed (season 8),50389
Case Closed episode lists,Case Closed (season 9),50389
Case Closed episode lists,Case Closed (season 10),10
Case Closed episode lists,Case Closed (season 11),50389
Case Closed episode lists,Case Closed (season 12),50389
Case Closed episode lists,Case Closed (season 13),50389
Case Closed episode lists,Case Closed (season 14),50389
Case Closed episode lists,Case Closed (season 15),50389
Case Closed episode lists,Case Closed (season 16),50389
Case Closed episode lists,Case Closed (season 17),50389
Case Closed episode lists,Case Closed (season 18),50389
Case Closed episode lists,Case Closed (season 19),50389
Case Closed episode lists,Case Closed (season 20),50389
Case Closed episode lists,Case Closed (season 21),50389
Case Closed episode lists,Case Closed (season 22),50389
Case Closed episode lists,Case Closed (season 23),50389
Case Closed episode lists,Case Closed (season 24),50389
Case Closed episode lists,Case Closed (season 25),50389
Case Closed episode lists,Case Closed (season 26),50389
Case Closed episode lists,Case Closed (season 27),50389
Case Closed films,List of Case Closed films,50389
Case Closed films,Case Closed: Captured in Her Eyes,50389
Case Closed films,Case Closed: Countdown to Heaven,50389
Case Closed films,Detective Conan: Crossroad in the Ancient Capital,996
Case Closed films,Detective Conan: Crimson Love Letter,8817
Case Closed films,Detective Conan: Dimensional Sniper,1144
Case Closed films,Detective Conan: Private Eye in the Distant Sea,997
Case Closed films,Detective Conan: Sunflowers of Inferno,1457
Case Closed films,Detective Conan: The Darkest Nightmare,3973
Case Closed films,Case Closed: The Fourteenth Target,50389
Case Closed films,Detective Conan: Full Score of Fear,1181
Case Closed films,Detective Conan: Jolly Roger in the Deep Azure,952
Case Closed films,Case Closed: The Last Wizard of the Century,50389
Case Closed films,Detective Conan: The Lost Ship in the Sky,939
Case Closed films,Lupin the 3rd vs. Detective Conan: The Movie,2704
Case Closed films,Detective Conan: Magician of the Silver Sky,1135
Case Closed films,Case Closed: The Phantom of Baker Street,50389
Case Closed films,Detective Conan: The Private Eyes' Requiem,936
Case Closed films,Detective Conan: Quarter of Silence,1223
Case Closed films,Detective Conan: The Raven Chaser,1036
Case Closed films,Detective Conan: Strategy Above the Depths,1068
Case Closed films,Detective Conan: The Eleventh Striker,863
Case Closed films,Case Closed: The Time Bombed Skyscraper,50389
Case Closed images,Case Closed anime DVD covers,50389
Ghost in the Shell films,Ghost in the Shell (2017 film),113914
Ghost in the Shell films,Ghost in the Shell (1995 film),31558
Ghost in the Shell films,Ghost in the Shell 2: Innocence,11893
Ghost in the Shell films,Ghost in the Shell 2.0,843
Ghost in the Shell films,Ghost in the Shell: The New Movie,12675
Ghost in the Shell films,Ghost in the Shell: Stand Alone Complex - Solid State Society,5525
The Kindaichi Case Files,The Kindaichi Case Files,8349
The Kindaichi Case Files,List of The Kindaichi Case Files chapters,8349
The Kindaichi Case Files,List of The Kindaichi Case Files light novels,8349
Gunsmith Cats,Gunsmith Cats,4165
Gunsmith Cats,List of Gunsmith Cats characters,4165
Gunsmith Cats,Riding Bean,2148
Kait_ç anime and manga,Jing: King of Bandits,2453
Kait_ç anime and manga,Lupin III (manga),2029
Kait_ç anime and manga,Lupin the Third,32003
Kait_ç anime and manga,Magic Kaito,6614
Kait_ç anime and manga,Man of Many Faces,1172
Kait_ç anime and manga,Mouse (manga),1424
Kait_ç anime and manga,Rainbow Parakeet,576
Kait_ç anime and manga,Saint Tail,2927
Kait_ç anime and manga,Fictional gentleman thieves,10
Kait_ç anime and manga,Lupin III,6729
Fictional gentleman thieves,Gentleman thief,7775
Fictional gentleman thieves,Angle Man,1330
Fictional gentleman thieves,Gli Aristocratici,161
Fictional gentleman thieves,Neal Caffrey,11574
Fictional gentleman thieves,Sly Cooper (character),1756
Fictional gentleman thieves,Nikolai Dante,845
Fictional gentleman thieves,El Coyote (character),722
Fictional gentleman thieves,Fantomex,9767
Fictional gentleman thieves,The Fiend with Twenty Faces,765
Fictional gentleman thieves,Flambeau (character),4687
Fictional gentleman thieves,Artemis Fowl II,3399
Fictional gentleman thieves,Gentleman Ghost,3811
Fictional gentleman thieves,Hong Gildong jeon,2714
Fictional gentleman thieves,Kaito Kuroba,2812
Fictional gentleman thieves,Kaitou Saint Tail,2927
Fictional gentleman thieves,Ars_®ne Lupin III,6729
Fictional gentleman thieves,Drake Maijstral,153
Fictional gentleman thieves,Professor Moriarty,42520
Fictional gentleman thieves,Phantom Thief Jeanne,2980
Fictional gentleman thieves,Raffles (Lord Lister),415
Fictional gentleman thieves,A. J. Raffles,2647
Fictional gentleman thieves,A. J. Raffles (character),2647
Fictional gentleman thieves,Robin Hood,125204
Fictional gentleman thieves,Robin Hood (Once Upon a Time),125204
Fictional gentleman thieves,Saint Tail,2927
Fictional gentleman thieves,Carmen Sandiego (character),8450
Fictional gentleman thieves,The Stainless Steel Rat,3666
Fictional gentleman thieves,The Saint (Simon Templar),6092
Fictional gentleman thieves,The Thief Lord,4326
Fictional gentleman thieves,Tuxedo Mask,11571
Fictional gentleman thieves,Vincent Kosmos,145
Fictional gentleman thieves,Zorro,41897
Lupin III,Lupin the Third,32003
Lupin III, Bye Bye  Lady Liberty ,555
Lupin III,List of Lupin III chapters,6729
Lupin III,The Fuma Conspiracy,40
Lupin III,Green vs. Red,780
Lupin III,Charlie Kosei,244
Lupin III,Lupin (Philippine TV series),962
Lupin III,Lupin the 3rd vs. Detective Conan,2704
Lupin III,Lupin the Third: The Woman Called Fujiko Mine,32003
Lupin III, Lupin  l'incorreggibile Lupin ,127
Lupin III,List of Lupin the Third manga,32003
Lupin III,Lupin III (manga),2029
Lupin III,Yuji Ohno,934
Lupin III,Lupin the Third Part I,32003
Lupin III,Lupin the Third Part II,32003
Lupin III,Lupin the 3rd Part IV: The Italian Adventure,924
Lupin III,Lupin the Third Part 5,32003
Lupin III,Monkey Punch,3828
Lupin III,Return of the Magician,774
Lupin III,List of Lupin III soundtracks,6729
Lupin III,Yasuo Yamada,580
Lupin III,Lupin III characters,6729
Lupin III,Lists of Lupin III episodes,6729
Lupin III,Lupin III films,6729
Lupin III,Lupin III images,6729
Lupin III,Lupin III video games,6729
Lupin III characters,List of Lupin III characters,6729
Lupin III characters,Goemon Ishikawa XIII,4401
Lupin III characters,Daisuke Jigen,2916
Lupin III characters,Ars_®ne Lupin III,6729
Lupin III characters,Fujiko Mine,3975
Lupin III characters,Koichi Zenigata,2021
Lists of Lupin III episodes,List of Lupin III Part II episodes,6729
Lists of Lupin III episodes,List of Lupin III Part II episodes (season 1),6729
Lists of Lupin III episodes,List of Lupin III Part II episodes (season 2),6729
Lists of Lupin III episodes,List of Lupin III Part II episodes (season 3),6729
Lists of Lupin III episodes,List of Lupin III Part II episodes (season 4),6729
Lists of Lupin III episodes,List of Lupin the Third Part IV episodes,32003
Lists of Lupin III episodes,List of Lupin the Third Part I episodes,32003
Lists of Lupin III episodes,List of Lupin III Part III episodes,6729
Lists of Lupin III episodes,List of Lupin the Third: The Woman Called Fujiko Mine episodes,32003
Lists of Lupin III episodes,List of Lupin III television specials,6729
Lupin III films,The Castle of Cagliostro,14451
Lupin III films,Lupin III: Dead or Alive,6729
Lupin III films,Farewell to Nostradamus,1309
Lupin III films,Legend of the Gold of Babylon,1218
Lupin III films,Lupin III: Strange Psychokinetic Strategy (film),6729
Lupin III films,Lupin the 3rd (film),3317
Lupin III films,Lupin the 3rd vs. Detective Conan: The Movie,2704
Lupin III films,The Mystery of Mamo,2204
Lupin III video games,List of Lupin III video games,6729
Lupin III video games,Cliff Hanger (video game),1316
Lupin III video games,Lupin the 3rd: Treasure of the Sorcerer King,771
Yakuza anime and manga,Gokusen,9525
Yakuza anime and manga,My Bride is a Mermaid,5942
Yakuza anime and manga,Nisekoi,35150
Yakuza anime and manga,Stop!! Hibari-kun!,2517
Yakuza anime and manga,Wild Ones (manga),513
Cross-dressing in anime and manga,Basara (manga),2465
Cross-dressing in anime and manga,Gacha Gacha,934
Cross-dressing in anime and manga,Girl Got Game,922
Cross-dressing in anime and manga,H2O: Footprints in the Sand,2285
Cross-dressing in anime and manga,Hana-Kimi,5296
Cross-dressing in anime and manga,Happiness! (visual novel),1678
Cross-dressing in anime and manga,Himegoto,10228
Cross-dressing in anime and manga,I My Me! Strawberry Eggs,2450
Cross-dressing in anime and manga,Kaze Hikaru,1100
Cross-dressing in anime and manga,Marginal (manga),344
Cross-dressing in anime and manga,Maria Holic,4603
Cross-dressing in anime and manga,Mayo Chiki!,9833
Cross-dressing in anime and manga,MM!,5532
Cross-dressing in anime and manga,Moyasimon: Tales of Agriculture,3145
Cross-dressing in anime and manga,Oira Sukeban,1334
Cross-dressing in anime and manga,Otome wa Boku ni Koishiteru,3109
Cross-dressing in anime and manga,Ouran High School Host Club,39072
Cross-dressing in anime and manga,Penguin Revolution (manga),378
Cross-dressing in anime and manga,Pretty Face,1375
Cross-dressing in anime and manga,Princess Jellyfish,15664
Cross-dressing in anime and manga,Princess Princess (manga),3183
Cross-dressing in anime and manga,Revolutionary Girl Utena,17015
Cross-dressing in anime and manga,The Rose of Versailles,10745
Cross-dressing in anime and manga,See Me After Class,3112
Cross-dressing in anime and manga,Uwasa no Midori-kun!!,771
Cross-dressing in anime and manga,Working!!,11948
Cross-dressing in anime and manga,Yubisaki Milk Tea,862
Crossover anime and manga,Carnival Phantasm,7902
Crossover anime and manga,Clamp in Wonderland,1095
Crossover anime and manga,Clamp School Detectives,2165
Crossover anime and manga,Cyborg 009 VS Devilman,22487
Crossover anime and manga,Digimon Fusion,10573
Crossover anime and manga,Dynamic Heroes,275
Crossover anime and manga,Giant Robo (OVA),2547
Crossover anime and manga,Great Mazinger vs. Getter Robo,583
Crossover anime and manga,Great Mazinger vs. Getter Robo G: Kuchu Daigekitotsu,583
Crossover anime and manga, Grendizer  Getter Robo G  Great Mazinger: Kessen! Daikaijuu ,532
Crossover anime and manga,Inazuman,896
Crossover anime and manga,Infini-T Force,4339
Crossover anime and manga,Kamen Rider Den-O + Shin-O,260
Crossover anime and manga,Kerberos & Tachiguishi,236
Crossover anime and manga,Kilala Princess,1228
Crossover anime and manga,Lupin the 3rd vs. Detective Conan,2704
Crossover anime and manga,Lupin the 3rd vs. Detective Conan: The Movie,2704
Crossover anime and manga,Macross FB 7: Ore no Uta o Kike!,983
Crossover anime and manga,Mazinger Z vs. Devilman,10973
